index,inputs,context,topic,org_label,set-0,id,string_label,label
449,"(('number', 0, 55, 61),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,NN,train,449,3,3
450,"(('of', 0, 62, 64),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,IN,train,450,2,2
451,"(('executive', 0, 65, 74),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,NN,train,451,3,3
452,"(('degree', 0, 75, 81),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,NN,train,452,3,3
453,"(('programs', 0, 82, 90),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,NNS,train,453,1,1
454,"(('growing', 0, 91, 98),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,VBG,train,454,10,10
455,"(('to', 0, 99, 101),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,IN,train,455,2,2
456,"(('34', 0, 102, 104),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,CD,train,456,11,11
457,"(('as', 0, 105, 107),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,RB,train,457,9,9
458,"(('of', 0, 108, 110),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,IN,train,458,2,2
459,"(('this', 0, 111, 115),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,DT,train,459,7,7
460,"(('year', 0, 116, 120),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,NN,train,460,3,3
461,"(('.', 0, 121, 122),)","('Twelve institutions opened programs in 1999 , with the number of executive degree programs growing to 34 as of this year .',)",,.,train,461,8,8
462,"(('And', 0, 0, 3),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,CC,train,462,20,20
463,"(('as', 0, 4, 6),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,IN,train,463,2,2
464,"(('the', 0, 7, 10),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,DT,train,464,7,7
465,"(('supply', 0, 11, 17),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NN,train,465,3,3
466,"(('has', 0, 18, 21),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VBZ,train,466,5,5
467,"(('grown', 0, 22, 27),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VBN,train,467,6,6
468,"((',', 0, 28, 29),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,",",train,468,4,4
469,"(('professionals', 0, 30, 43),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NNS,train,469,1,1
470,"(('looking', 0, 44, 51),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VBG,train,470,10,10
471,"(('to', 0, 52, 54),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,TO,train,471,13,13
472,"(('recharge', 0, 55, 63),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VB,train,472,14,14
473,"(('their', 0, 64, 69),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,PRP$,train,473,19,19
474,"(('intellectual', 0, 70, 82),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,JJ,train,474,0,0
475,"(('batteries', 0, 83, 92),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NNS,train,475,1,1
476,"(('in', 0, 93, 95),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,IN,train,476,2,2
477,"(('disciplines', 0, 96, 107),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NNS,train,477,1,1
478,"(('ranging', 0, 108, 115),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VBG,train,478,10,10
479,"(('from', 0, 116, 120),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,IN,train,479,2,2
480,"(('Chinese', 0, 121, 128),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NNP,train,480,16,16
481,"((',', 0, 129, 130),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,",",train,481,4,4
482,"(('foreign', 0, 131, 138),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,JJ,train,482,0,0
483,"(('languages', 0, 139, 148),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NNS,train,483,1,1
484,"((',', 0, 149, 150),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,",",train,484,4,4
485,"(('and', 0, 151, 154),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,CC,train,485,20,20
486,"(('physics', 0, 155, 162),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NN,train,486,3,3
487,"(('to', 0, 163, 165),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,IN,train,487,2,2
488,"(('information', 0, 166, 177),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NN,train,488,3,3
489,"(('technology', 0, 178, 188),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NN,train,489,3,3
490,"(('and', 0, 189, 192),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,CC,train,490,20,20
491,"(('management', 0, 193, 203),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NN,train,491,3,3
492,"(('now', 0, 204, 207),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,RB,train,492,9,9
493,"(('have', 0, 208, 212),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VBP,train,493,12,12
494,"(('a', 0, 213, 214),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,DT,train,494,7,7
495,"(('greater', 0, 215, 222),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,JJR,train,495,30,30
496,"(('selection', 0, 223, 232),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,NN,train,496,3,3
497,"(('from', 0, 233, 237),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,IN,train,497,2,2
498,"(('which', 0, 238, 243),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,WDT,train,498,23,23
499,"(('to', 0, 244, 246),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,TO,train,499,13,13
500,"(('choose', 0, 247, 253),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,VB,train,500,14,14
501,"(('.', 0, 254, 255),)","('And as the supply has grown , professionals looking to recharge their intellectual batteries in disciplines ranging from Chinese , foreign languages , and physics to information technology and management now have a greater selection from which to choose .',)",,.,train,501,8,8
502,"(('Management', 0, 0, 10),)","('Management white - hot',)",,NN,train,502,3,3
503,"(('white', 0, 11, 16),)","('Management white - hot',)",,JJ,train,503,0,0
504,"(('-', 0, 17, 18),)","('Management white - hot',)",,HYPH,train,504,21,21
505,"(('hot', 0, 19, 22),)","('Management white - hot',)",,JJ,train,505,0,0
506,"(('A', 0, 0, 1),)","('A wide range of programs is available , but popularity varies greatly .',)",,DT,train,506,7,7
507,"(('wide', 0, 2, 6),)","('A wide range of programs is available , but popularity varies greatly .',)",,JJ,train,507,0,0
508,"(('range', 0, 7, 12),)","('A wide range of programs is available , but popularity varies greatly .',)",,NN,train,508,3,3
509,"(('of', 0, 13, 15),)","('A wide range of programs is available , but popularity varies greatly .',)",,IN,train,509,2,2
510,"(('programs', 0, 16, 24),)","('A wide range of programs is available , but popularity varies greatly .',)",,NNS,train,510,1,1
511,"(('is', 0, 25, 27),)","('A wide range of programs is available , but popularity varies greatly .',)",,VBZ,train,511,5,5
512,"(('available', 0, 28, 37),)","('A wide range of programs is available , but popularity varies greatly .',)",,JJ,train,512,0,0
513,"((',', 0, 38, 39),)","('A wide range of programs is available , but popularity varies greatly .',)",,",",train,513,4,4
514,"(('but', 0, 40, 43),)","('A wide range of programs is available , but popularity varies greatly .',)",,CC,train,514,20,20
515,"(('popularity', 0, 44, 54),)","('A wide range of programs is available , but popularity varies greatly .',)",,NN,train,515,3,3
516,"(('varies', 0, 55, 61),)","('A wide range of programs is available , but popularity varies greatly .',)",,VBZ,train,516,5,5
517,"(('greatly', 0, 62, 69),)","('A wide range of programs is available , but popularity varies greatly .',)",,RB,train,517,9,9
518,"(('.', 0, 70, 71),)","('A wide range of programs is available , but popularity varies greatly .',)",,.,train,518,8,8
519,"(('Last', 0, 0, 4),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,JJ,train,519,0,0
520,"(('year', 0, 5, 9),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NN,train,520,3,3
521,"((',', 0, 10, 11),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,",",train,521,4,4
522,"(('National', 0, 12, 20),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNP,train,522,16,16
523,"(('Taiwan', 0, 21, 27),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNP,train,523,16,16
524,"(('University', 0, 28, 38),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNP,train,524,16,16
525,"(('of', 0, 39, 41),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,IN,train,525,2,2
526,"(('Science', 0, 42, 49),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNP,train,526,16,16
527,"(('and', 0, 50, 53),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,CC,train,527,20,20
528,"(('Technology', 0, 54, 64),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNP,train,528,16,16
529,"(('-LRB-', 0, 65, 70),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,-LRB-,train,529,17,17
530,"(('NTUST', 0, 71, 76),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNP,train,530,16,16
531,"(('-RRB-', 0, 77, 82),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,-RRB-,train,531,18,18
532,"(('opened', 0, 83, 89),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,VBD,train,532,28,28
533,"(('the', 0, 90, 93),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,DT,train,533,7,7
534,"(('doors', 0, 94, 99),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNS,train,534,1,1
535,"(('of', 0, 100, 102),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,IN,train,535,2,2
536,"(('five', 0, 103, 107),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,CD,train,536,11,11
537,"(('of', 0, 108, 110),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,IN,train,537,2,2
538,"(('its', 0, 111, 114),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,PRP$,train,538,19,19
539,"(('graduate', 0, 115, 123),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NN,train,539,3,3
540,"(('schools', 0, 124, 131),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNS,train,540,1,1
541,"(('to', 0, 132, 134),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,IN,train,541,2,2
542,"(('professionals', 0, 135, 148),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NNS,train,542,1,1
543,"(('in', 0, 149, 151),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,IN,train,543,2,2
544,"(('the', 0, 152, 155),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,DT,train,544,7,7
545,"(('workforce', 0, 156, 165),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,NN,train,545,3,3
546,"(('.', 0, 166, 167),)","('Last year , National Taiwan University of Science and Technology -LRB- NTUST -RRB- opened the doors of five of its graduate schools to professionals in the workforce .',)",,.,train,546,8,8
547,"(('Among', 0, 0, 5),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,IN,train,547,2,2
548,"(('them', 0, 6, 10),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,PRP,train,548,24,24
549,"((',', 0, 11, 12),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,",",train,549,4,4
550,"(('the', 0, 13, 16),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,DT,train,550,7,7
551,"(('Institute', 0, 17, 26),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNP,train,551,16,16
552,"(('of', 0, 27, 29),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,IN,train,552,2,2
553,"(('Fiber', 0, 30, 35),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNP,train,553,16,16
554,"(('planned', 0, 36, 43),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,VBD,train,554,28,28
555,"(('to', 0, 44, 46),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,TO,train,555,13,13
556,"(('accept', 0, 47, 53),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,VB,train,556,14,14
557,"(('10', 0, 54, 56),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,CD,train,557,11,11
558,"(('students', 0, 57, 65),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNS,train,558,1,1
559,"((',', 0, 66, 67),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,",",train,559,4,4
560,"(('but', 0, 68, 71),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,CC,train,560,20,20
561,"(('only', 0, 72, 76),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,RB,train,561,9,9
562,"(('20', 0, 77, 79),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,CD,train,562,11,11
563,"(('applied', 0, 80, 87),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,VBD,train,563,28,28
564,"((',', 0, 88, 89),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,",",train,564,4,4
565,"(('resulting', 0, 90, 99),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,VBG,train,565,10,10
566,"(('in', 0, 100, 102),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,IN,train,566,2,2
567,"(('a', 0, 103, 104),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,DT,train,567,7,7
568,"(('50', 0, 105, 107),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,CD,train,568,11,11
569,"(('%', 0, 108, 109),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NN,train,569,3,3
570,"(('acceptance', 0, 110, 120),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NN,train,570,3,3
571,"(('rate', 0, 121, 125),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NN,train,571,3,3
572,"((';', 0, 126, 127),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,",",train,572,4,4
573,"(('meanwhile', 0, 128, 137),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,RB,train,573,9,9
574,"((',', 0, 138, 139),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,",",train,574,4,4
575,"(('the', 0, 140, 143),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,DT,train,575,7,7
576,"(('Institute', 0, 144, 153),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNP,train,576,16,16
577,"(('of', 0, 154, 156),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,IN,train,577,2,2
578,"(('Mechanical', 0, 157, 167),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNP,train,578,16,16
579,"(('Engineering', 0, 168, 179),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNP,train,579,16,16
580,"(('had', 0, 180, 183),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,VBD,train,580,28,28
581,"(('only', 0, 184, 188),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,RB,train,581,9,9
582,"(('30', 0, 189, 191),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,CD,train,582,11,11
583,"(('applicants', 0, 192, 202),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNS,train,583,1,1
584,"(('for', 0, 203, 206),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,IN,train,584,2,2
585,"(('10', 0, 207, 209),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,CD,train,585,11,11
586,"(('spots', 0, 210, 215),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,NNS,train,586,1,1
587,"(('.', 0, 216, 217),)","('Among them , the Institute of Fiber planned to accept 10 students , but only 20 applied , resulting in a 50 % acceptance rate ; meanwhile , the Institute of Mechanical Engineering had only 30 applicants for 10 spots .',)",,.,train,587,8,8
588,"(('Similarly', 0, 0, 9),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,RB,train,588,9,9
589,"((',', 0, 10, 11),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,",",train,589,4,4
590,"(('nine', 0, 12, 16),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,CD,train,590,11,11
591,"(('graduate', 0, 17, 25),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NN,train,591,3,3
592,"(('institutes', 0, 26, 36),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NN,train,592,3,3
593,"(('at', 0, 37, 39),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,IN,train,593,2,2
594,"(('NTU', 0, 40, 43),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NNP,train,594,16,16
